,pinyin,unicode
369,E4,"['\\u5054', '\\u50EB', '\\u537E', '\\u5384', '\\u5443', '\\u545D', '\\u54A2', '\\u54B9', '\\u5669', '\\u5714', '\\u57A9', '\\u580A', '\\u5828', '\\u582E', '\\u5C8B', '\\u5D3F', '\\u5DAD', '\\u6076', '\\u60AA', '\\u60E1', '\\u6115', '\\u6239', '\\u627C', '\\u6424', '\\u6439', '\\u6AEE', '\\u6E42', '\\u7427', '\\u7810', '\\u7846', '\\u80FA', '\\u816D', '\\u82CA', '\\u843C', '\\u855A', '\\u8685', '\\u8741', '\\u89A8', '\\u8A7B', '\\u8A92', '\\u8AE4', '\\u8B8D', '\\u8C14', '\\u8C5F', '\\u8C96', '\\u8EDB', '\\u8EF6', '\\u8F6D', '\\u904C', '\\u904F', '\\u9102', '\\u9354', '\\u9469', '\\u9537', '\\u95BC', '\\u960F', '\\u9628', '\\u9638', '\\u981E', '\\u984E', '\\u989A', '\\u9913', '\\u9929', '\\u997F', '\\u9B65', '\\u9C10', '\\u9C77', '\\u9CC4', '\\u9D9A', '\\u9E57', '\\u9F76']"
370,XIE2,"['\\u5055', '\\u52A6', '\\u52F0', '\\u534F', '\\u5354', '\\u53F6', '\\u55CB', '\\u57A5', '\\u594A', '\\u604A', '\\u6136', '\\u6140', '\\u62F9', '\\u631F', '\\u633E', '\\u641A', '\\u64B7', '\\u64F7', '\\u651C', '\\u659C', '\\u65EA', '\\u7181', '\\u71F2', '\\u7C7A', '\\u7D5C', '\\u7D8A', '\\u7DF3', '\\u7E88', '\\u7F2C', '\\u7FD3', '\\u80C1', '\\u8105', '\\u8107', '\\u818E', '\\u8762', '\\u887A', '\\u896D', '\\u8AE7', '\\u8C10', '\\u90AA', '\\u92E3', '\\u978B', '\\u97B5', '\\u9FA4']"
371,CHE3,"['\\u5056', '\\u626F', '\\u64A6']"
372,SHENG3,"['\\u5057', '\\u7701', '\\u771A', '\\u7BB5']"
373,DI4,"['\\u5059', '\\u50C0', '\\u54CB', '\\u5572', '\\u5730', '\\u5754', '\\u57CA', '\\u5886', '\\u58AC', '\\u5943', '\\u5A23', '\\u5DB3', '\\u5E1D', '\\u5F1F', '\\u601F', '\\u6178', '\\u6455', '\\u65F3', '\\u6755', '\\u688A', '\\u68E3', '\\u6974', '\\u6A00', '\\u6E27', '\\u710D', '\\u7393', '\\u73F6', '\\u750B', '\\u7747', '\\u78B2', '\\u7976', '\\u7998', '\\u7B2C', '\\u7DE0', '\\u7F14', '\\u8091', '\\u8163', '\\u8482', '\\u8515', '\\u8673', '\\u8743', '\\u87AE', '\\u8AE6', '\\u8C1B', '\\u8E36', '\\u8ED1', '\\u8F6A', '\\u9012', '\\u9013', '\\u905E', '\\u9070', '\\u91F1', '\\u926A', '\\u99B0']"
374,CHA1,"['\\u505B', '\\u53C9', '\\u55CF', '\\u5AC5', '\\u6260', '\\u633F', '\\u63D2', '\\u63F7', '\\u6748', '\\u7580', '\\u809E', '\\u81FF', '\\u8256', '\\u929F', '\\u976B', '\\u9937', '\\u9987']"
375,HUANG2,"['\\u505F', '\\u5164', '\\u51F0', '\\u55A4', '\\u582D', '\\u58B4', '\\u5A93', '\\u5D32', '\\u5FA8', '\\u60F6', '\\u6497', '\\u6E5F', '\\u6F62', '\\u714C', '\\u71BF', '\\u735A', '\\u745D', '\\u749C', '\\u7640', '\\u7687', '\\u78FA', '\\u7A54', '\\u7BC1', '\\u7C27', '\\u824E', '\\u845F', '\\u8757', '\\u87E5', '\\u8DAA', '\\u9051', '\\u9360', '\\u953D', '\\u968D', '\\u992D', '\\u9A1C', '\\u9C09', '\\u9C51', '\\u9CC7', '\\u9DEC', '\\u9EC3', '\\u9EC4']"
376,YAN1,"['\\u5063', '\\u5266', '\\u54BD', '\\u5571', '\\u5AE3', '\\u5B2E', '\\u5D26', '\\u61D5', '\\u61E8', '\\u6DF9', '\\u6F39', '\\u70DF', '\\u7109', '\\u7159', '\\u7312', '\\u73DA', '\\u7BF6', '\\u80ED', '\\u814C', '\\u81D9', '\\u83F8', '\\u852B', '\\u9122', '\\u9140', '\\u9183', '\\u95B9', '\\u9609', '\\u9EED']"
377,XU1,"['\\u5066', '\\u5401', '\\u5474', '\\u5618', '\\u5653', '\\u589F', '\\u5AAD', '\\u5B03', '\\u5B2C', '\\u5E41', '\\u620C', '\\u63DF', '\\u65F4', '\\u6647', '\\u6948', '\\u6B28', '\\u6B30', '\\u6B3B', '\\u6B54', '\\u6B58', '\\u759E', '\\u76F1', '\\u7A30', '\\u7E03', '\\u7E7B', '\\u80E5', '\\u8566', '\\u8657', '\\u865A', '\\u865B', '\\u8751', '\\u8A0F', '\\u8B43', '\\u9450', '\\u9700', '\\u9808', '\\u987B', '\\u9A49', '\\u9B1A', '\\u9B56']"
378,ZHA1,"['\\u5067', '\\u5273', '\\u54F3', '\\u55B3', '\\u624E', '\\u62AF', '\\u6313', '\\u63F8', '\\u6463', '\\u67E4', '\\u6942', '\\u6A1D', '\\u6E23', '\\u7339', '\\u76B6', '\\u76BB', '\\u89F0', '\\u9F44', '\\u9F47']"
379,CI1,"['\\u5068', '\\u5E9B', '\\u75B5', '\\u858B', '\\u8800', '\\u8D7C', '\\u8D80', '\\u8D91', '\\u9ACA']"
380,BI1,"['\\u506A', '\\u5C44', '\\u6BF4', '\\u7680', '\\u7695', '\\u7A2B', '\\u8795', '\\u8C4D', '\\u903C', '\\u98B7']"
381,ZHI4,"['\\u506B', '\\u5082', '\\u5236', '\\u5394', '\\u5781', '\\u5A21', '\\u5BD8', '\\u5CD9', '\\u5D3B', '\\u5E19', '\\u5E1C', '\\u5E5F', '\\u5EA2', '\\u5EA4', '\\u5ECC', '\\u5F58', '\\u5F8F', '\\u5F9D', '\\u5FD7', '\\u5FEE', '\\u6184', '\\u61E5', '\\u6303', '\\u631A', '\\u6431', '\\u646F', '\\u64F2', '\\u65D8', '\\u667A', '\\u684E', '\\u68BD', '\\u6956', '\\u6ACD', '\\u6CBB', '\\u6D37', '\\u6DDB', '\\u6EDE', '\\u6EEF', '\\u6F4C', '\\u7099', '\\u71AB', '\\u72FE', '\\u7318', '\\u748F', '\\u7564', '\\u7590', '\\u75D4', '\\u75E3', '\\u7929', '\\u7951', '\\u79E9', '\\u79F2', '\\u7A1A', '\\u7A3A', '\\u7A49', '\\u7A92', '\\u7B6B', '\\u7D29', '\\u7DFB', '\\u7F6E', '\\u7FD0', '\\u80F5', '\\u815F', '\\u81A3', '\\u81F3', '\\u81F4', '\\u81F8', '\\u8296', '\\u86ED', '\\u87B2', '\\u889F', '\\u88A0', '\\u88FD', '\\u899F', '\\u89D7', '\\u89EF', '\\u89F6', '\\u8A8C', '\\u8C51', '\\u8C52', '\\u8C78', '\\u8CEA', '\\u8D04', '\\u8D3D', '\\u8DF1', '\\u8E2C', '\\u8E93', '\\u8F0A', '\\u8F7E', '\\u8FE3', '\\u90C5', '\\u928D', '\\u92D5', '\\u9455', '\\u94DA', '\\u9527', '\\u965F', '\\u96C9', '\\u99E4', '\\u9A2D', '\\u9A3A', '\\u9A47', '\\u9A98', '\\u9BEF', '\\u9D19', '\\u9DD9', '\\u9E37']"
382,ZONG3,"['\\u506C', '\\u50AF', '\\u603B', '\\u60E3', '\\u6121', '\\u6374', '\\u63D4', '\\u6403', '\\u6460', '\\u719C', '\\u7DCF', '\\u7E02', '\\u7E3D', '\\u84D7']"
383,XUN2,"['\\u5071', '\\u565A', '\\u5BFB', '\\u5C0B', '\\u5CCB', '\\u5DE1', '\\u5EF5', '\\u5FAA', '\\u6042', '\\u6326', '\\u648F', '\\u65EC', '\\u674A', '\\u6794', '\\u6812', '\\u686A', '\\u69C6', '\\u6A41', '\\u6BE5', '\\u6D35', '\\u6D54', '\\u6F43', '\\u6F6F', '\\u7065', '\\u71D6', '\\u73E3', '\\u7495', '\\u7543', '\\u7D03', '\\u8340', '\\u8368', '\\u8541', '\\u87F3', '\\u8A62', '\\u8BE2', '\\u90C7', '\\u99B4', '\\u99E8', '\\u9A6F', '\\u9C4F', '\\u9C58', '\\u9C9F']"
384,DUAN1,"['\\u5073', '\\u526C', '\\u5A8F', '\\u7AEF', '\\u890D', '\\u9374']"
385,OU3,"['\\u5076', '\\u5418', '\\u5878', '\\u8026', '\\u8162', '\\u8545', '\\u85D5']"
386,TOU1,"['\\u5077', '\\u5078', '\\u5A7E', '\\u5AAE', '\\u936E']"
387,ZA2,"['\\u507A', '\\u56D0', '\\u5DBB', '\\u6742', '\\u7838', '\\u78FC', '\\u894D', '\\u96D1', '\\u96DC', '\\u96E5', '\\u97F4', '\\u9B73']"
388,SOU3,"['\\u5081', '\\u53DC', '\\u53DF', '\\u55FE', '\\u64DE', '\\u64FB', '\\u6AE2', '\\u6EEB', '\\u778D', '\\u7C54', '\\u85AE', '\\u85EA']"
389,SU4,"['\\u5083', '\\u50F3', '\\u55C9', '\\u5850', '\\u5851', '\\u5919', '\\u5ACA', '\\u5BBF', '\\u612B', '\\u612C', '\\u619F', '\\u681C', '\\u69A1', '\\u6A15', '\\u6A5A', '\\u6B90', '\\u6CDD', '\\u6D91', '\\u6EAF', '\\u6EB8', '\\u6EB9', '\\u6F65', '\\u738A', '\\u73DF', '\\u749B', '\\u78BF', '\\u7AA3', '\\u7C0C', '\\u7C9B', '\\u7C9F', '\\u7D20', '\\u7E24', '\\u8083', '\\u8085', '\\u8186', '\\u84FF', '\\u850C', '\\u85D7', '\\u8736', '\\u89EB', '\\u8A34', '\\u8A8E', '\\u8B16', '\\u8BC9', '\\u8C21', '\\u8D9A', '\\u901F', '\\u9061', '\\u906C', '\\u92C9', '\\u9917', '\\u9A4C', '\\u9A95', '\\u9C50', '\\u9DEB', '\\u9E54']"
390,XIA1,"['\\u5084', '\\u5477', '\\u7146', '\\u7175', '\\u75A8', '\\u778E', '\\u867E', '\\u8766', '\\u8C3A', '\\u935C', '\\u9595', '\\u98AC']"
391,YUAN4,"['\\u5086', '\\u5917', '\\u5A9B', '\\u6028', '\\u613F', '\\u63BE', '\\u7457', '\\u7990', '\\u82D1', '\\u884F', '\\u88EB', '\\u8911', '\\u8924', '\\u8B1C', '\\u9662', '\\u9858']"
392,RONG3,"['\\u5087', '\\u5197', '\\u5B82', '\\u6411', '\\u6C04', '\\u8EF5']"
393,RU4,"['\\u5089', '\\u5165', '\\u55D5', '\\u5AB7', '\\u6D33', '\\u6EBD', '\\u7E1F', '\\u7F1B', '\\u84D0', '\\u8925', '\\u910F']"
394,YUN3,"['\\u508A', '\\u5141', '\\u5597', '\\u628E', '\\u6B92', '\\u6B9E', '\\u72C1', '\\u73A7', '\\u78D2', '\\u891E', '\\u8CF1', '\\u8F11', '\\u9217', '\\u962D', '\\u9668', '\\u9695', '\\u9723']"
395,GOU4,"['\\u508B', '\\u5193', '\\u5778', '\\u57A2', '\\u591F', '\\u5920', '\\u59E4', '\\u5ABE', '\\u5F40', '\\u6406', '\\u6480', '\\u69CB', '\\u7179', '\\u89AF', '\\u89CF', '\\u8A3D', '\\u8A6C', '\\u8BDF', '\\u8CFC', '\\u8D2D', '\\u9058', '\\u96CA', '\\u9ABA']"
396,MA4,"['\\u508C', '\\u551B', '\\u561C', '\\u5E13', '\\u6769', '\\u69AA', '\\u72B8', '\\u7341', '\\u7770', '\\u7943', '\\u79A1', '\\u7F75', '\\u9581', '\\u99E1', '\\u9A82']"
397,BANG4,"['\\u508D', '\\u585D', '\\u68D2', '\\u73A4', '\\u78C5', '\\u7A16', '\\u8255', '\\u84A1', '\\u868C', '\\u872F', '\\u8B17', '\\u8C24', '\\u938A', '\\u9551']"
398,DIAN1,"['\\u508E', '\\u53A7', '\\u5D6E', '\\u5DC5', '\\u5DD3', '\\u5DD4', '\\u6382', '\\u6527', '\\u6541', '\\u69C7', '\\u69D9', '\\u6EC7', '\\u7628', '\\u766B', '\\u7672', '\\u8E4E', '\\u985A', '\\u985B', '\\u98A0', '\\u9F7B']"
399,TANG2,"['\\u508F', '\\u5510', '\\u557A', '\\u5802', '\\u5858', '\\u642A', '\\u645A', '\\u68E0', '\\u69B6', '\\u6A18', '\\u6A56', '\\u6E8F', '\\u6F1F', '\\u717B', '\\u746D', '\\u78C4', '\\u799F', '\\u7BD6', '\\u7CC3', '\\u7CD6', '\\u7CDB', '\\u8185', '\\u819B', '\\u84CE', '\\u859A', '\\u8797', '\\u87B3', '\\u8D6F', '\\u8E3C', '\\u910C', '\\u91A3', '\\u9395', '\\u95DB', '\\u969A', '\\u9939', '\\u9944', '\\u9DB6']"
400,HAO4,"['\\u5090', '\\u53F7', '\\u54E0', '\\u5CFC', '\\u608E', '\\u660A', '\\u6626', '\\u6667', '\\u66A4', '\\u66AD', '\\u66CD', '\\u6D69', '\\u6DCF', '\\u6EC8', '\\u6F94', '\\u7025', '\\u704F', '\\u705D', '\\u7693', '\\u769C', '\\u769E', '\\u76A1', '\\u76A5', '\\u79CF', '\\u8017', '\\u8055', '\\u8583', '\\u865F', '\\u9117', '\\u93AC', '\\u9550', '\\u9865', '\\u98A2', '\\u9C1D']"
401,SHAN4,"['\\u5093', '\\u50D0', '\\u5584', '\\u58A0', '\\u58A1', '\\u5B17', '\\u6247', '\\u639E', '\\u6472', '\\u64C5', '\\u6C55', '\\u7057', '\\u718C', '\\u759D', '\\u78F0', '\\u7985', '\\u7E55', '\\u7F2E', '\\u81B3', '\\u87EE', '\\u87FA', '\\u8A15', '\\u8B06', '\\u8B71', '\\u8BAA', '\\u8D0D', '\\u8D61', '\\u8D78', '\\u912F', '\\u91E4', '\\u928F', '\\u9425', '\\u9490', '\\u994D', '\\u9A38', '\\u9A9F', '\\u9C53', '\\u9C54', '\\u9CDD']"
402,TAN4,"['\\u509D', '\\u50CB', '\\u53F9', '\\u5606', '\\u57EE', '\\u63A2', '\\u6B4E', '\\u6E60', '\\u70AD', '\\u78B3', '\\u8CE7', '\\u8D55']"
403,SUO1,"['\\u509E', '\\u5506', '\\u55CD', '\\u55E6', '\\u5A11', '\\u6331', '\\u6332', '\\u644D', '\\u686B', '\\u68AD', '\\u6A0E', '\\u7C11', '\\u7C14', '\\u7E2E', '\\u7F29', '\\u7FA7', '\\u838F', '\\u84D1', '\\u8D96', '\\u8E5C']"
404,FA1,"['\\u50A0', '\\u53D1', '\\u5F42', '\\u6A43', '\\u6CB7', '\\u767A', '\\u767C', '\\u7782']"
405,DAI3,"['\\u50A3', '\\u6B79', '\\u6B7A']"
406,BIN4,"['\\u50A7', '\\u5110', '\\u6448', '\\u64EF', '\\u6BA1', '\\u6BAF', '\\u8191', '\\u81CF', '\\u9ACC', '\\u9AD5', '\\u9AE9', '\\u9B02', '\\u9B13', '\\u9B22']"
407,CHU3,"['\\u50A8', '\\u5132', '\\u51E6', '\\u61B7', '\\u6775', '\\u6918', '\\u695A', '\\u696E', '\\u6A9A', '\\u6FCB', '\\u7840', '\\u790E', '\\u891A', '\\u9F6D', '\\u9F7C']"
408,NUO2,"['\\u50A9', '\\u513A', '\\u5A1C', '\\u632A', '\\u637C', '\\u689B', '\\u90CD']"
409,CAN1,"['\\u50AA', '\\u53C2', '\\u53C3', '\\u53C4', '\\u53C5', '\\u55B0', '\\u6E4C', '\\u84E1', '\\u8B32', '\\u98E1', '\\u9910', '\\u9A42', '\\u9A96']"
410,LEI3,"['\\u50AB', '\\u5121', '\\u513D', '\\u53BD', '\\u5792', '\\u58D8', '\\u6A0F', '\\u6AD0', '\\u6AD1', '\\u6D21', '\\u7045', '\\u7623', '\\u7657', '\\u78CA', '\\u78E5', '\\u7928', '\\u7D6B', '\\u8012', '\\u854C', '\\u857E', '\\u85DF', '\\u863D', '\\u8A84', '\\u8B84', '\\u8BD4', '\\u8F60', '\\u9478', '\\u981B', '\\u9E13']"
411,CUI1,"['\\u50AC', '\\u55FA', '\\u5894', '\\u5D14', '\\u6467', '\\u69B1', '\\u69EF', '\\u7355', '\\u78EA', '\\u7AF4', '\\u7E17', '\\u93D9']"
412,YONG1,"['\\u50AD', '\\u55C8', '\\u5670', '\\u5889', '\\u58C5', '\\u5EB8', '\\u5EF1', '\\u6175', '\\u64C1', '\\u6FAD', '\\u701C', '\\u7049', '\\u75C8', '\\u7655', '\\u7670', '\\u8579', '\\u9095', '\\u90FA', '\\u9118', '\\u93DE', '\\u955B', '\\u96CD', '\\u96DD', '\\u9954']"
413,ZAO1,"['\\u50AE', '\\u7CDF', '\\u8E67', '\\u906D']"
414,SONG3,"['\\u50B1', '\\u5D77', '\\u6002', '\\u609A', '\\u612F', '\\u616B', '\\u6352', '\\u6964', '\\u7AE6', '\\u8038', '\\u8073', '\\u99F7']"
415,AO4,"['\\u50B2', '\\u5773', '\\u5787', '\\u58BA', '\\u5961', '\\u5965', '\\u5967', '\\u5AEF', '\\u5C99', '\\u5DB4', '\\u6160', '\\u61CA', '\\u6277', '\\u64D9', '\\u6FB3', '\\u8A4F', '\\u9A41']"
416,COU4,"['\\u50B6', '\\u51D1', '\\u6971', '\\u6E4A', '\\u8160', '\\u8F33', '\\u8F8F']"
417,QIANG3,"['\\u50B8', '\\u52E5', '\\u588F', '\\u62A2', '\\u6436', '\\u78E2', '\\u7E48', '\\u7E66', '\\u7FA5']"
418,SHA3,"['\\u50BB', '\\u510D', '\\u8A2F']"
419,HAN4,"['\\u50BC', '\\u54FB', '\\u57BE', '\\u5A28', '\\u5C7D', '\\u608D', '\\u61BE', '\\u625E', '\\u634D', '\\u64BC', '\\u650C', '\\u65F1', '\\u6658', '\\u6665', '\\u66B5', '\\u6C49', '\\u6C57', '\\u6D5B', '\\u6D86', '\\u6DCA', '\\u6F22', '\\u6F8F', '\\u701A', '\\u710A', '\\u71AF', '\\u7302', '\\u7694', '\\u7745', '\\u7FF0', '\\u839F', '\\u83E1', '\\u86FF', '\\u872D', '\\u8792', '\\u8B40', '\\u8C8B', '\\u91EC', '\\u92B2', '\\u92CE', '\\u9588', '\\u95EC', '\\u96D7', '\\u9837', '\\u9844', '\\u988C', '\\u9894', '\\u99AF', '\\u99FB', '\\u9DBE']"
420,ZHANG1,"['\\u50BD', '\\u5887', '\\u5ADC', '\\u5F20', '\\u5F35', '\\u5F70', '\\u615E', '\\u66B2', '\\u6A1F', '\\u6F33', '\\u7350', '\\u748B', '\\u7AE0', '\\u7CBB', '\\u8501', '\\u87D1', '\\u9067', '\\u9123', '\\u9926', '\\u9A3F', '\\u9C46', '\\u9E9E']"
421,PIAO4,"['\\u50C4', '\\u527D', '\\u52E1', '\\u5AD6', '\\u5FB1', '\\u6153', '\\u7968', '\\u7BFB', '\\u9860', '\\u9A43', '\\u9AA0']"
422,MAN4,"['\\u50C8', '\\u5881', '\\u5ADA', '\\u5E54', '\\u6162', '\\u66FC', '\\u6F2B', '\\u6FAB', '\\u6FB7', '\\u71B3', '\\u734C', '\\u7E35', '\\u7F26', '\\u8504', '\\u8513', '\\u9124', '\\u93DD', '\\u9558', '\\u9B17']"
423,YING2,"['\\u50CC', '\\u55B6', '\\u584B', '\\u5B34', '\\u5DC6', '\\u5EEE', '\\u650D', '\\u6979', '\\u6AFF', '\\u6E81', '\\u6F46', '\\u6FD9', '\\u6FDA', '\\u701B', '\\u7020', '\\u702F', '\\u7192', '\\u71DF', '\\u7469', '\\u76C1', '\\u76C8', '\\u7C5D', '\\u7C6F', '\\u7E08', '\\u8314', '\\u8365', '\\u8367', '\\u83B9', '\\u8424', '\\u8425', '\\u8426', '\\u843E', '\\u85C0', '\\u86CD', '\\u8747', '\\u877F', '\\u87A2', '\\u8805', '\\u89AE', '\\u8B0D', '\\u8D0F', '\\u8D62', '\\u8FCE']"
424,DONG4,"['\\u50CD', '\\u51BB', '\\u51CD', '\\u52A8', '\\u52D5', '\\u578C', '\\u6219', '\\u630F', '\\u680B', '\\u68DF', '\\u6D1E', '\\u772E', '\\u80E8', '\\u80F4', '\\u8156', '\\u9718', '\\u99E7']"
425,ZHUAN4,"['\\u50CE', '\\u556D', '\\u56C0', '\\u581F', '\\u64B0', '\\u7077', '\\u7451', '\\u7BC6', '\\u7BF9', '\\u7C51', '\\u7E33', '\\u815E', '\\u8483', '\\u8948', '\\u8B54', '\\u8CFA', '\\u8D03', '\\u8D5A', '\\u994C', '\\u9994']"
426,XIANG4,"['\\u50CF', '\\u5411', '\\u56AE', '\\u5842', '\\u5DF7', '\\u6066', '\\u66CF', '\\u6A61', '\\u73E6', '\\u842B', '\\u8683', '\\u87D3', '\\u8801', '\\u8950', '\\u8C61', '\\u940C', '\\u95C0', '\\u95C2', '\\u9805', '\\u9879', '\\u9C4C']"
427,ZUN3,"['\\u50D4', '\\u5642', '\\u6499', '\\u8B50']"
428,PU2,"['\\u50D5', '\\u530D', '\\u6A38', '\\u6BDE', '\\u6FEE', '\\u735B', '\\u749E', '\\u77A8', '\\u7A59', '\\u7B81', '\\u7E80', '\\u83D0', '\\u83E9', '\\u8461', '\\u84B1', '\\u84B2', '\\u8946', '\\u8965', '\\u8E7C', '\\u8F50', '\\u917A', '\\u93F7', '\\u9564']"
429,LAO2,"['\\u50D7', '\\u52B3', '\\u52B4', '\\u52DE', '\\u54F0', '\\u5520', '\\u562E', '\\u5D02', '\\u5D97', '\\u61A5', '\\u6D76', '\\u7262', '\\u75E8', '\\u7646', '\\u78F1', '\\u7A82', '\\u7C29', '\\u87E7', '\\u91AA', '\\u9412', '\\u94F9']"
430,CHANG3,"['\\u50D8', '\\u5382', '\\u53B0', '\\u5EE0', '\\u60DD', '\\u655E', '\\u6636', '\\u6C05', '\\u92F9']"
431,LIAO2,"['\\u50DA', '\\u5639', '\\u5AFD', '\\u5BE5', '\\u5BEE', '\\u5C6A', '\\u5D7A', '\\u5D9A', '\\u5D9B', '\\u5EEB', '\\u6180', '\\u644E', '\\u6579', '\\u66B8', '\\u6F3B', '\\u71AE', '\\u7360', '\\u7499', '\\u7597', '\\u7642', '\\u7AB7', '\\u7C1D', '\\u7E5A', '\\u7F2D', '\\u804A', '\\u818B', '\\u81AB', '\\u87DF', '\\u8C42', '\\u8CFF', '\\u8E58', '\\u8FBD', '\\u907C', '\\u9410', '\\u9563', '\\u985F', '\\u98C2', '\\u98C9', '\\u9ACE', '\\u9DDA', '\\u9DEF', '\\u9E68', '\\u9E69']"
432,DENG4,"['\\u50DC', '\\u51F3', '\\u58B1', '\\u5D9D', '\\u6AC8', '\\u77AA', '\\u78F4', '\\u8E6C', '\\u9093', '\\u9127', '\\u9419', '\\u96A5', '\\u972F']"
433,CHAN2,"['\\u50DD', '\\u5103', '\\u5296', '\\u56B5', '\\u5A75', '\\u5B0B', '\\u5B71', '\\u5DC9', '\\u5EDB', '\\u68CE', '\\u6B03', '\\u6BDA', '\\u6E79', '\\u6F79', '\\u6F7A', '\\u6FB6', '\\u700D', '\\u703A', '\\u7158', '\\u7351', '\\u78DB', '\\u79AA', '\\u7DFE', '\\u7E75', '\\u7E8F', '\\u7E92', '\\u7F20', '\\u826C', '\\u8749', '\\u87EC', '\\u87FE', '\\u8A97', '\\u8B92', '\\u8C17', '\\u8E94', '\\u913D', '\\u9141', '\\u92CB', '\\u9471', '\\u9575', '\\u995E', '\\u998B']"
434,FAN1,"['\\u50E0', '\\u5643', '\\u5B0F', '\\u5E06', '\\u5E61', '\\u65D9', '\\u65DB', '\\u674B', '\\u756A', '\\u7C53', '\\u7E59', '\\u7FFB', '\\u8F53', '\\u98DC', '\\u9C55']"
435,CHUAN3,"['\\u50E2', '\\u5598', '\\u583E', '\\u8168', '\\u821B', '\\u8348']"
436,JIU4,"['\\u50E6', '\\u5313', '\\u531B', '\\u5336', '\\u53A9', '\\u548E', '\\u5AA8', '\\u5C31', '\\u5EC4', '\\u5ECF', '\\u5ED0', '\\u6166', '\\u6344', '\\u6551', '\\u65E7', '\\u67E9', '\\u67FE', '\\u6855', '\\u759A', '\\u81FC', '\\u8205', '\\u820A', '\\u9BE6', '\\u9DF2', '\\u9E6B', '\\u9E94', '\\u9F68']"
437,SENG1,"['\\u50E7', '\\u9B19']"
438,LIN3,"['\\u50EF', '\\u51DB', '\\u51DC', '\\u5EE9', '\\u5EEA', '\\u61CD', '\\u61D4', '\\u649B', '\\u6A81', '\\u6AA9', '\\u6F9F', '\\u765B', '\\u765D', '\\u83FB']"
439,GU4,"['\\u50F1', '\\u51C5', '\\u56FA', '\\u580C', '\\u5D13', '\\u5D2E', '\\u6018', '\\u6545', '\\u688F', '\\u68DD', '\\u69BE', '\\u727F', '\\u75FC', '\\u797B', '\\u7A12', '\\u932E', '\\u9522', '\\u96C7', '\\u980B', '\\u9867', '\\u987E', '\\u9BDD', '\\u9CB4', '\\u9DAE']"
440,JIANG1,"['\\u50F5', '\\u58C3', '\\u59DC', '\\u5C06', '\\u5C07', '\\u646A', '\\u6A7F', '\\u6BAD', '\\u6C5F', '\\u6D46', '\\u6F3F', '\\u74E8', '\\u7555', '\\u757A', '\\u7585', '\\u7586', '\\u7913', '\\u7E6E', '\\u7F30', '\\u7FDE', '\\u8333', '\\u8441', '\\u8591', '\\u8780', '\\u87BF', '\\u8C47', '\\u97C1', '\\u9C42', '\\u9CC9']"
441,MIN3,"['\\u50F6', '\\u51BA', '\\u5221', '\\u52C4', '\\u60AF', '\\u610D', '\\u615C', '\\u61AB', '\\u62BF', '\\u6543', '\\u654F', '\\u668B', '\\u6CEF', '\\u6E11', '\\u6E63', '\\u6F63', '\\u76BF', '\\u7B22', '\\u7C22', '\\u9594', '\\u95A9', '\\u95F5', '\\u95FD', '\\u9C35', '\\u9CD8', '\\u9EFD', '\\u9EFE']"
442,PI4,"['\\u50FB', '\\u5AB2', '\\u5AD3', '\\u5C41', '\\u63CA', '\\u64D7', '\\u6DE0', '\\u6E12', '\\u6F4E', '\\u6FBC', '\\u6FDE', '\\u7513', '\\u7914', '\\u8406', '\\u8B6C', '\\u8F9F', '\\u95E2', '\\u9DFF', '\\u9E0A']"
443,SAI4,"['\\u50FF', '\\u55EE', '\\u7C3A', '\\u8CFD', '\\u8D5B']"
444,DANG1,"['\\u5105', '\\u5679', '\\u5D63', '\\u5F53', '\\u6FA2', '\\u73F0', '\\u74AB', '\\u7576', '\\u7B5C', '\\u7C39', '\\u8261', '\\u87F7', '\\u88C6', '\\u8960', '\\u943A', '\\u94DB']"
445,AN4,"['\\u5111', '\\u530E', '\\u5813', '\\u5CB8', '\\u6309', '\\u6697', '\\u6848', '\\u6D1D', '\\u72B4', '\\u834C', '\\u8C7B', '\\u930C', '\\u95C7', '\\u9B9F', '\\u9EEC', '\\u9EEF']"
446,RU2,"['\\u5112', '\\u5685', '\\u5982', '\\u5B7A', '\\u5E24', '\\u6310', '\\u66D8', '\\u6847', '\\u6E2A', '\\u6FE1', '\\u71F8', '\\u7B4E', '\\u81D1', '\\u8339', '\\u8560', '\\u85B7', '\\u8815', '\\u88BD', '\\u8966', '\\u909A', '\\u91B9', '\\u92A3', '\\u986C', '\\u98A5', '\\u9C6C', '\\u9D3D']"
447,TAI2,"['\\u5113', '\\u51AD', '\\u53F0', '\\u576E', '\\u5B2F', '\\u62AC', '\\u64E1', '\\u65F2', '\\u6AAF', '\\u70B1', '\\u70B2', '\\u7C49', '\\u81FA', '\\u82D4', '\\u83ED', '\\u85B9', '\\u8DC6', '\\u90B0', '\\u98B1', '\\u99D8', '\\u9A80', '\\u9B90', '\\u9C90']"
