,pinyin,unicode
56,YI2,"['\\u4E41', '\\u4EEA', '\\u4F87', '\\u5100', '\\u519D', '\\u51D2', '\\u531C', '\\u54A6', '\\u572F', '\\u5937', '\\u59E8', '\\u5B90', '\\u5B9C', '\\u5BA7', '\\u5BF2', '\\u5CD3', '\\u5DAC', '\\u5DB7', '\\u5DF8', '\\u5F2C', '\\u5F5B', '\\u5F5C', '\\u5F5D', '\\u5F5E', '\\u6021', '\\u605E', '\\u6245', '\\u6686', '\\u675D', '\\u67B1', '\\u67C2', '\\u684B', '\\u6938', '\\u6B4B', '\\u6C82', '\\u6CB6', '\\u6D1F', '\\u71AA', '\\u73C6', '\\u74F5', '\\u7591', '\\u75CD', '\\u7724', '\\u7731', '\\u79FB', '\\u7C03', '\\u7FA0', '\\u80F0', '\\u82D0', '\\u8413', '\\u86E6', '\\u8794', '\\u8898', '\\u88B2', '\\u89FA', '\\u8A11', '\\u8A52', '\\u8B3B', '\\u8B89', '\\u8BD2', '\\u8C0A', '\\u8CA4', '\\u8CBD', '\\u8D3B', '\\u8DE0', '\\u8FFB', '\\u9057', '\\u907A', '\\u914F', '\\u9236', '\\u93D4', '\\u9809', '\\u9824', '\\u984A', '\\u9890', '\\u98F4', '\\u9974', '\\u9BA7', '\\u9D3A', '\\u9E03']"
57,YI4,"['\\u4E42', '\\u4E49', '\\u4E84', '\\u4EA6', '\\u4EBF', '\\u4EE1', '\\u4F07', '\\u4F3F', '\\u4F5A', '\\u4F7E', '\\u4FCB', '\\u5104', '\\u517F', '\\u5208', '\\u5293', '\\u52AE', '\\u52DA', '\\u52E9', '\\u533B', '\\u5453', '\\u546D', '\\u5479', '\\u5508', '\\u55CC', '\\u56C8', '\\u571B', '\\u57BC', '\\u57F6', '\\u57F8', '\\u58BF', '\\u5955', '\\u5AD5', '\\u5B11', '\\u5B1F', '\\u5BF1', '\\u5C79', '\\u5CC4', '\\u5DA7', '\\u5E1F', '\\u5E20', '\\u5E46', '\\u5ED9', '\\u5F02', '\\u5F08', '\\u5F0B', '\\u5F79', '\\u5FC6', '\\u6008', '\\u603F', '\\u6092', '\\u60A5', '\\u610F', '\\u61B6', '\\u61CC', '\\u61FF', '\\u6291', '\\u62B4', '\\u6339', '\\u6359', '\\u648E', '\\u6561', '\\u6581', '\\u6613', '\\u6679', '\\u66C0', '\\u66CE', '\\u6759', '\\u678D', '\\u67BB', '\\u6827', '\\u68ED', '\\u698F', '\\u69F7', '\\u6A8D', '\\u6B2D', '\\u6B5D', '\\u6B94', '\\u6BAA', '\\u6BB9', '\\u6BC5', '\\u6D02', '\\u6D42', '\\u6D65', '\\u6D73', '\\u6E59', '\\u6EA2', '\\u6F69', '\\u6FBA', '\\u7037', '\\u7088', '\\u7132', '\\u71A0', '\\u71A4', '\\u71BC', '\\u71E1', '\\u71F1', '\\u7348', '\\u73B4', '\\u7570', '\\u75AB', '\\u75EC', '\\u7617', '\\u761E', '\\u7631', '\\u7654', '\\u76CA', '\\u776A', '\\u7796', '\\u79C7', '\\u7A53', '\\u7AE9', '\\u7DC6', '\\u7E0A', '\\u7E76', '\\u7E79', '\\u7ECE', '\\u7F22', '\\u7F9B', '\\u7FA9', '\\u7FBF', '\\u7FCA', '\\u7FCC', '\\u7FF3', '\\u7FFC', '\\u8084', '\\u808A', '\\u814B', '\\u8189', '\\u81C6', '\\u8257', '\\u827A', '\\u8285', '\\u82C5', '\\u84FA', '\\u858F', '\\u85D9', '\\u85DD', '\\u8619', '\\u8649', '\\u86E1', '\\u8734', '\\u87A0', '\\u88A3', '\\u88D4', '\\u88DB', '\\u8939', '\\u897C', '\\u8A32', '\\u8A33', '\\u8A4D', '\\u8A63', '\\u8ABC', '\\u8B6F', '\\u8B70', '\\u8B9B', '\\u8BAE', '\\u8BD1', '\\u8BE3', '\\u8C59', '\\u8C5B', '\\u8C77', '\\u8DC7', '\\u8EFC', '\\u8F76', '\\u9038', '\\u9091', '\\u91B3', '\\u91B7', '\\u91F4', '\\u9220', '\\u93B0', '\\u943F', '\\u9552', '\\u9571', '\\u9623', '\\u96BF', '\\u972C', '\\u977E', '\\u97A5', '\\u9861', '\\u9950', '\\u99C5', '\\u9A5B', '\\u9A7F', '\\u9AAE', '\\u9BE3', '\\u9D82', '\\u9D83', '\\u9DE7', '\\u9DFE', '\\u9ED3', '\\u9F78']"
58,NAI3,"['\\u4E43', '\\u5976', '\\u59B3', '\\u5B2D', '\\u5EFC', '\\u6C16', '\\u7593', '\\u827F', '\\u8FFA']"
59,JIU3,"['\\u4E45', '\\u4E46', '\\u4E5D', '\\u4E63', '\\u597A', '\\u7078', '\\u7396', '\\u7D24', '\\u820F', '\\u8D73', '\\u9152', '\\u9579', '\\u97ED', '\\u97EE']"
60,ZHE2,"['\\u4E47', '\\u5387', '\\u54F2', '\\u5560', '\\u5586', '\\u569E', '\\u57D1', '\\u608A', '\\u6298', '\\u647A', '\\u6662', '\\u6B7D', '\\u74CB', '\\u7813', '\\u78D4', '\\u7C77', '\\u8034', '\\u8674', '\\u8707', '\\u87C4', '\\u8936', '\\u8975', '\\u8A5F', '\\u8B2B', '\\u8B3A', '\\u8B81', '\\u8B8B', '\\u8B98', '\\u8C2A', '\\u8F12', '\\u8F19', '\\u8F84', '\\u92B8', '\\u9BBF', '\\u9E05']"
61,YAO1,"['\\u4E48', '\\u5406', '\\u5593', '\\u592D', '\\u5996', '\\u5E7A', '\\u6796', '\\u6946', '\\u7945', '\\u8170', '\\u847D', '\\u8A1E', '\\u9080', '\\u9D01']"
62,ZHI1,"['\\u4E4B', '\\u536E', '\\u5431', '\\u5767', '\\u588C', '\\u5B02', '\\u5DF5', '\\u6418', '\\u652F', '\\u679D', '\\u67B3', '\\u6800', '\\u6894', '\\u6925', '\\u69B0', '\\u6C41', '\\u6C65', '\\u75A7', '\\u77E5', '\\u7957', '\\u796C', '\\u79D3', '\\u79D6', '\\u79EA', '\\u7D95', '\\u7E54', '\\u7EC7', '\\u80A2', '\\u80D1', '\\u80DD', '\\u8102', '\\u829D', '\\u8718', '\\u887C', '\\u96BB', '\\u99B6', '\\u9CF7', '\\u9D32', '\\u9D44', '\\u9E31', '\\u9F05']"
63,WU1,"['\\u4E4C', '\\u526D', '\\u545C', '\\u55DA', '\\u572C', '\\u5A89', '\\u5C4B', '\\u5DEB', '\\u5F19', '\\u6747', '\\u6B4D', '\\u6C59', '\\u6C5A', '\\u6C61', '\\u6D3F', '\\u70CF', '\\u7466', '\\u7A8F', '\\u7BBC', '\\u815B', '\\u8790', '\\u8AA3', '\\u90AC', '\\u9114', '\\u93A2', '\\u9C1E', '\\u9D2E', '\\u9F3F']"
64,ZHA4,"['\\u4E4D', '\\u5412', '\\u548B', '\\u54A4', '\\u5BB1', '\\u643E', '\\u67F5', '\\u6805', '\\u69A8', '\\u6EA0', '\\u7079', '\\u70B8', '\\u75C4', '\\u781F', '\\u7C0E', '\\u81AA', '\\u86B1', '\\u8A50', '\\u8BC8', '\\u91A1']"
65,HU1,"['\\u4E4E', '\\u5322', '\\u532B', '\\u547C', '\\u553F', '\\u5552', '\\u5611', '\\u5780', '\\u5BE3', '\\u5CD8', '\\u5E60', '\\u5FFD', '\\u60DA', '\\u6612', '\\u66F6', '\\u6B51', '\\u6CD8', '\\u6EF9', '\\u70C0', '\\u70FC', '\\u81B4', '\\u82F8', '\\u864D', '\\u8656', '\\u8EE4', '\\u8F77', '\\u96D0']"
66,FA2,"['\\u4E4F', '\\u4F10', '\\u57A1', '\\u59C2', '\\u6830', '\\u75BA', '\\u781D', '\\u7B4F', '\\u7F5A', '\\u7F70', '\\u7F78', '\\u8337', '\\u85C5', '\\u95A5', '\\u9600']"
67,LE4,"['\\u4E50', '\\u4EC2', '\\u52D2', '\\u53FB', '\\u54F7', '\\u5FC7', '\\u6250', '\\u634B', '\\u697D', '\\u6A02', '\\u6C3B', '\\u6CD0', '\\u738F', '\\u7833', '\\u7AFB', '\\u7C15', '\\u827B', '\\u961E', '\\u97F7', '\\u9831', '\\u9C33', '\\u9CD3']"
68,ZHONG4,"['\\u4E51', '\\u4EF2', '\\u4F17', '\\u5045', '\\u5839', '\\u5995', '\\u5A91', '\\u6E69', '\\u72C6', '\\u773E', '\\u794C', '\\u7B57', '\\u7DDF', '\\u833D', '\\u869B', '\\u8846', '\\u8876', '\\u8AE5', '\\u91CD']"
69,PING1,"['\\u4E52', '\\u4FDC', '\\u5A09', '\\u7129', '\\u782F', '\\u9829']"
70,PANG1,"['\\u4E53', '\\u6EC2', '\\u8196']"
71,QIAO2,"['\\u4E54', '\\u4FA8', '\\u50D1', '\\u55AC', '\\u563A', '\\u5DA3', '\\u6194', '\\u6865', '\\u6A35', '\\u6A4B', '\\u71C6', '\\u7644', '\\u77A7', '\\u785A', '\\u7904', '\\u7FD8', '\\u7FF9', '\\u835E', '\\u854E', '\\u85EE', '\\u8B59', '\\u8C2F', '\\u8DAB', '\\u8DAC', '\\u9408', '\\u97BD', '\\u9866']"
72,HU3,"['\\u4E55', '\\u552C', '\\u6D52', '\\u6EF8', '\\u7425', '\\u8400', '\\u864E', '\\u865D']"
73,GUAI1,['\\u4E56']
74,YI3,"['\\u4E59', '\\u4EE5', '\\u501A', '\\u506F', '\\u5D3A', '\\u5DF2', '\\u5EA1', '\\u6246', '\\u6261', '\\u639C', '\\u653A', '\\u65D1', '\\u65D6', '\\u6672', '\\u6818', '\\u6905', '\\u6AA5', '\\u77E3', '\\u7912', '\\u7B16', '\\u8094', '\\u80E3', '\\u8223', '\\u8264', '\\u82E1', '\\u82E2', '\\u8681', '\\u8798', '\\u87FB', '\\u886A', '\\u8F22', '\\u8F59', '\\u8FC6', '\\u8FE4', '\\u9018', '\\u91D4', '\\u926F', '\\u9487', '\\u94F1', '\\u9857', '\\u9CE6', '\\u9F6E']"
75,YIN3,"['\\u4E5A', '\\u5C39', '\\u5DBE', '\\u5EF4', '\\u5F15', '\\u6A83', '\\u6AFD', '\\u6DFE', '\\u6FE6', '\\u763E', '\\u766E', '\\u78E4', '\\u7D16', '\\u7E2F', '\\u7EBC', '\\u861F', '\\u8693', '\\u87BE', '\\u8B94', '\\u8D9B', '\\u920F', '\\u9690', '\\u96A0', '\\u96B1', '\\u9777', '\\u98EE', '\\u98F2', '\\u996E', '\\u99BB']"
76,MIE1,"['\\u4E5C', '\\u5400', '\\u54A9', '\\u54F6', '\\u5B6D', '\\u8288']"
77,QI3,"['\\u4E5E', '\\u4F01', '\\u542F', '\\u5447', '\\u5518', '\\u5553', '\\u5554', '\\u555F', '\\u5A4D', '\\u5C7A', '\\u5C82', '\\u6567', '\\u6675', '\\u675E', '\\u68E8', '\\u69E3', '\\u76C0', '\\u7DAE', '\\u7DBA', '\\u7EEE', '\\u8291', '\\u829E', '\\u88FF', '\\u8AEC', '\\u8C48', '\\u8D77', '\\u9094', '\\u95D9']"
78,YE3,"['\\u4E5F', '\\u51B6', '\\u5414', '\\u5622', '\\u57DC', '\\u58C4', '\\u6F1C', '\\u91CE']"
79,XI2,"['\\u4E60', '\\u5AB3', '\\u5D8D', '\\u5E2D', '\\u68E4', '\\u693A', '\\u69E2', '\\u6A84', '\\u6B2F', '\\u6F1D', '\\u711F', '\\u712C', '\\u7184', '\\u730E', '\\u7365', '\\u761C', '\\u7FD2', '\\u84A0', '\\u84C6', '\\u8582', '\\u88AD', '\\u88FC', '\\u8972', '\\u89A1', '\\u89CB', '\\u8B35', '\\u8D98', '\\u90CB', '\\u932B', '\\u93B4', '\\u9496', '\\u9521', '\\u96B0', '\\u972B', '\\u98C1', '\\u9A3D', '\\u9C3C', '\\u9CDB']"
80,XIANG1,"['\\u4E61', '\\u53A2', '\\u554C', '\\u5EC2', '\\u5FC0', '\\u6B00', '\\u6E58', '\\u74D6', '\\u76F8', '\\u7BB1', '\\u7DD7', '\\u7E95', '\\u7F03', '\\u81B7', '\\u8297', '\\u8459', '\\u858C', '\\u8944', '\\u90F7', '\\u9109', '\\u910A', '\\u9115', '\\u9472', '\\u9576', '\\u9999', '\\u9A64', '\\u9AA7', '\\u9E98']"
81,SHU1,"['\\u4E66', '\\u500F', '\\u5010', '\\u5135', '\\u53D4', '\\u59DD', '\\u6292', '\\u6445', '\\u6474', '\\u6504', '\\u66F8', '\\u6778', '\\u67A2', '\\u68B3', '\\u6A1E', '\\u6A7E', '\\u6B8A', '\\u6BB3', '\\u6BF9', '\\u758E', '\\u758F', '\\u7D13', '\\u7D80', '\\u7EBE', '\\u8212', '\\u852C', '\\u8E08', '\\u8ED7', '\\u8F38', '\\u8F93', '\\u964E', '\\u9D68']"
82,SHI3,"['\\u4E68', '\\u4F7F', '\\u5158', '\\u53F2', '\\u59CB', '\\u5BA9', '\\u5C4E', '\\u77E2', '\\u7B36', '\\u8C55', '\\u9242', '\\u99DB', '\\u9A76']"
83,NANG2,"['\\u4E6A', '\\u56A2', '\\u56CA', '\\u6B1C']"
84,JIA1,"['\\u4E6B', '\\u4F73', '\\u50A2', '\\u52A0', '\\u5609', '\\u5939', '\\u593E', '\\u5BB6', '\\u5E4F', '\\u62C1', '\\u67B7', '\\u6BE0', '\\u6CC7', '\\u728C', '\\u7333', '\\u73C8', '\\u75C2', '\\u7B33', '\\u801E', '\\u8175', '\\u846D', '\\u8888', '\\u8C6D', '\\u8C91', '\\u8DCF', '\\u8FE6', '\\u926B', '\\u93B5', '\\u9553', '\\u9D10', '\\u9E9A']"
85,SHI2,"['\\u4E6D', '\\u4EC0', '\\u5341', '\\u57D8', '\\u5852', '\\u5B9E', '\\u5B9F', '\\u5BD4', '\\u5BE6', '\\u5CD5', '\\u62FE', '\\u65F6', '\\u65F9', '\\u6642', '\\u69AF', '\\u6E41', '\\u6E5C', '\\u6EA1', '\\u70BB', '\\u77F3', '\\u794F', '\\u83B3', '\\u8494', '\\u8680', '\\u8755', '\\u9048', '\\u9250', '\\u98DF', '\\u98E0', '\\u9963', '\\u9C23', '\\u9CA5', '\\u9F2B', '\\u9F2D']"
86,MAI3,"['\\u4E70', '\\u562A', '\\u836C', '\\u8552', '\\u8CB7', '\\u9DF6']"
87,LUAN4,"['\\u4E71', '\\u4E82', '\\u858D', '\\u91E0']"
88,RU3,"['\\u4E73', '\\u4F9E', '\\u64E9', '\\u6C5D', '\\u8097', '\\u8FB1', '\\u94F7']"
89,XUE2,"['\\u4E74', '\\u5B66', '\\u5B78', '\\u5CC3', '\\u5DA8', '\\u6588', '\\u6CF6', '\\u6FA9', '\\u71E2', '\\u7A74', '\\u8313', '\\u89F7', '\\u96E4', '\\u9DFD', '\\u9E34']"
90,YAN3,"['\\u4E75', '\\u4FE8', '\\u5043', '\\u513C', '\\u5156', '\\u5157', '\\u5261', '\\u533D', '\\u53A3', '\\u53B4', '\\u565E', '\\u5935', '\\u5944', '\\u59F6', '\\u5D43', '\\u5D96', '\\u5DD8', '\\u5DDA', '\\u5F07', '\\u611D', '\\u622D', '\\u624A', '\\u6281', '\\u63A9', '\\u63DC', '\\u66EE', '\\u68EA', '\\u693C', '\\u6ABF', '\\u6C87', '\\u6E30', '\\u6E37', '\\u6F14', '\\u7430', '\\u7517', '\\u773C', '\\u787D', '\\u7F68', '\\u8412', '\\u8758', '\\u884D', '\\u88FA', '\\u8917', '\\u8EBD', '\\u9043', '\\u90FE', '\\u9153', '\\u9692', '\\u9A13', '\\u9B47', '\\u9B58', '\\u9C0B', '\\u9DA0', '\\u9EE1', '\\u9EE4', '\\u9EF6', '\\u9F34', '\\u9F39', '\\u9F91']"
91,FU3,"['\\u4E76', '\\u4FCC', '\\u4FDB', '\\u4FEF', '\\u5452', '\\u5638', '\\u5E9C', '\\u5F23', '\\u629A', '\\u62CA', '\\u636C', '\\u64AB', '\\u65A7', '\\u668A', '\\u6ECF', '\\u7124', '\\u752B', '\\u76D9', '\\u79FF', '\\u7C20', '\\u812F', '\\u8150', '\\u8151', '\\u8386', '\\u86A5', '\\u8705', '\\u8F14', '\\u8F85', '\\u90D9', '\\u91DC', '\\u91E1', '\\u982B', '\\u9B34', '\\u9BC6', '\\u9EFC']"
92,SHA1,"['\\u4E77', '\\u5526', '\\u5E34', '\\u6740', '\\u686C', '\\u699D', '\\u6A27', '\\u6BBA', '\\u6C99', '\\u715E', '\\u7300', '\\u75E7', '\\u7802', '\\u7870', '\\u7C86', '\\u7D17', '\\u7EB1', '\\u838E', '\\u8531', '\\u88DF', '\\u93A9', '\\u94E9', '\\u9AFF', '\\u9B66', '\\u9BBB', '\\u9BCA', '\\u9BCB', '\\u9CA8']"
93,NA3,"['\\u4E78', '\\u54EA', '\\u96EB']"
94,GAN1,"['\\u4E79', '\\u4E7E', '\\u4E81', '\\u51F2', '\\u5769', '\\u5C32', '\\u5C34', '\\u5C36', '\\u5C37', '\\u5D45', '\\u5E72', '\\u5FD3', '\\u653C', '\\u6746', '\\u67D1', '\\u6CD4', '\\u7395', '\\u7518', '\\u75B3', '\\u77F8', '\\u7AFF', '\\u7B78', '\\u7C93', '\\u809D', '\\u8289', '\\u82F7', '\\u8677', '\\u872C', '\\u8FC0', '\\u9CF1']"
95,CHI4,"['\\u4E7F', '\\u4F99', '\\u50BA', '\\u52C5', '\\u53F1', '\\u557B', '\\u5F73', '\\u605C', '\\u6157', '\\u618F', '\\u61D8', '\\u62B6', '\\u6555', '\\u65A5', '\\u6758', '\\u6DD4', '\\u707B', '\\u70BD', '\\u70FE', '\\u71BE', '\\u75D3', '\\u75F8', '\\u761B', '\\u7719', '\\u7FC4', '\\u7FC5', '\\u7FE4', '\\u89E2', '\\u8D64', '\\u8DA9', '\\u8DEE', '\\u8E05', '\\u906B', '\\u9253', '\\u9290', '\\u98ED', '\\u994E', '\\u996C', '\\u9D92', '\\u9DD8']"
96,GUI1,"['\\u4E80', '\\u5080', '\\u572D', '\\u59AB', '\\u5AAF', '\\u5AE2', '\\u5B00', '\\u5E30', '\\u5F52', '\\u646B', '\\u691D', '\\u69FB', '\\u69FC', '\\u6B78', '\\u6E88', '\\u73EA', '\\u7470', '\\u749D', '\\u74CC', '\\u7688', '\\u7845', '\\u7A90', '\\u81AD', '\\u8325', '\\u88BF', '\\u898F', '\\u89C4', '\\u90BD', '\\u90CC', '\\u95A8', '\\u95FA', '\\u9B36', '\\u9B39', '\\u9BAD', '\\u9C91', '\\u9F9C', '\\u9F9F']"
97,JUE2,"['\\u4E85', '\\u5014', '\\u5095', '\\u50EA', '\\u51B3', '\\u5214', '\\u5282', '\\u52EA', '\\u53A5', '\\u5671', '\\u5B52', '\\u5B53', '\\u5C6B', '\\u5D1B', '\\u5D2B', '\\u5D51', '\\u5DA5', '\\u5F21', '\\u5F4F', '\\u61A0', '\\u61B0', '\\u6204', '\\u6289', '\\u6317', '\\u6354', '\\u6398', '\\u64A7', '\\u652B', '\\u658D', '\\u67FD', '\\u6877', '\\u6A5B', '\\u6A5C', '\\u6B14', '\\u6B2E', '\\u6B8C', '\\u6C12', '\\u6C7A', '\\u6F4F', '\\u7106', '\\u7133', '\\u71A6', '\\u7211', '\\u721D', '\\u7234', '\\u7235', '\\u7357', '\\u7383', '\\u73A6', '\\u73A8', '\\u73CF', '\\u7474', '\\u75A6', '\\u761A', '\\u77CD', '\\u77E1', '\\u7804', '\\u7D55', '\\u7D76', '\\u7EDD', '\\u81C4', '\\u82B5', '\\u855D', '\\u8568', '\\u8697', '\\u87E8', '\\u87E9', '\\u883C', '\\u8990', '\\u899A', '\\u89BA', '\\u89C9', '\\u89D6', '\\u89FC', '\\u8A23', '\\u8B4E', '\\u8BC0', '\\u8C32', '\\u8C3B', '\\u8C9C', '\\u8D7D', '\\u8DB9', '\\u8E76', '\\u8E77', '\\u8EA9', '\\u902B', '\\u920C', '\\u940D', '\\u941D', '\\u9481', '\\u9562', '\\u9C4A', '\\u9CDC', '\\u9D03', '\\u9DE2', '\\u9FA3']"
98,LE5,"['\\u4E86', '\\u990E', '\\u9979']"
99,YU2,"['\\u4E88', '\\u4E8E', '\\u4E8F', '\\u4E90', '\\u4F03', '\\u4F59', '\\u4FDE', '\\u516A', '\\u5823', '\\u582C', '\\u59A4', '\\u5A1B', '\\u5A2F', '\\u5A31', '\\u5A80', '\\u5B29', '\\u5D33', '\\u5D4E', '\\u5D5B', '\\u6109', '\\u611A', '\\u6275', '\\u63C4', '\\u65BC', '\\u65DF', '\\u6745', '\\u6859', '\\u6961', '\\u6970', '\\u6986', '\\u6B24', '\\u6B48', '\\u6B5F', '\\u6B76', '\\u6E14', '\\u6E1D', '\\u6E61', '\\u6F01', '\\u6F9E', '\\u72F3', '\\u7397', '\\u7399', '\\u745C', '\\u74B5', '\\u756C', '\\u756D', '\\u7572', '\\u76C2', '\\u776E', '\\u7862', '\\u79BA', '\\u7AAC', '\\u7AFD', '\\u7C45', '\\u7DF0', '\\u7FAD', '\\u8167', '\\u8174', '\\u81FE', '\\u8201', '\\u8206', '\\u8245', '\\u8330', '\\u8438', '\\u854D', '\\u861B', '\\u865E', '\\u8753', '\\u87B8', '\\u8867', '\\u8915', '\\u89A6', '\\u89CE', '\\u8ADB', '\\u8B23', '\\u8C00', '\\u8E30', '\\u8F3F', '\\u8F5D', '\\u903E', '\\u9098', '\\u9103', '\\u91EA', '\\u935D', '\\u9683', '\\u9685', '\\u96D3', '\\u96E9', '\\u9918', '\\u9980', '\\u9AAC', '\\u9AC3', '\\u9B5A', '\\u9BBD', '\\u9C05', '\\u9C7C', '\\u9D4C', '\\u9DE0', '\\u9E06', '\\u9E12']"
100,ZHENG1,"['\\u4E89', '\\u4F42', '\\u57E9', '\\u59C3', '\\u5CE5', '\\u5D1D', '\\u5D22', '\\u5F81', '\\u5FB0', '\\u5FB4', '\\u5FB5', '\\u6014', '\\u6323', '\\u6399', '\\u70A1', '\\u70DD', '\\u722D', '\\u72F0', '\\u7319', '\\u7665', '\\u7710', '\\u7741', '\\u775C', '\\u7B5D', '\\u7B8F', '\\u7BDC', '\\u8047', '\\u84B8', '\\u8ACD', '\\u8BE4', '\\u8E2D', '\\u9266', '\\u931A', '\\u93F3', '\\u94B2', '\\u94EE', '\\u9B07']"
101,ER4,"['\\u4E8C', '\\u4F74', '\\u5235', '\\u54A1', '\\u5F0D', '\\u5F10', '\\u6A32', '\\u6BE6', '\\u7732', '\\u8848', '\\u8A80', '\\u8CAE', '\\u8CB3', '\\u8D30', '\\u94D2']"
102,CHU4,"['\\u4E8D', '\\u4FF6', '\\u5097', '\\u510A', '\\u5904', '\\u6035', '\\u62C0', '\\u6410', '\\u654A', '\\u65A3', '\\u65B6', '\\u6B2A', '\\u6B5C', '\\u6CCF', '\\u6EC0', '\\u7421', '\\u755C', '\\u77D7', '\\u7ACC', '\\u7AD0', '\\u7D40', '\\u81C5', '\\u8372', '\\u8655', '\\u89E6', '\\u89F8', '\\u8C56', '\\u8E00', '\\u905A', '\\u9110', '\\u95A6', '\\u9EDC']"
103,YUN2,"['\\u4E91', '\\u52FB', '\\u5300', '\\u5998', '\\u612A', '\\u6600', '\\u6985', '\\u69B2', '\\u6A52', '\\u6C84', '\\u6DA2', '\\u6EB3', '\\u6F90', '\\u7189', '\\u7547', '\\u7703', '\\u79D0', '\\u7B60', '\\u7B7C', '\\u7BD4', '\\u7D1C', '\\u7E1C', '\\u7EAD', '\\u8018', '\\u803A', '\\u82B8', '\\u837A', '\\u84B7', '\\u8553', '\\u90E7', '\\u9116', '\\u92C6', '\\u96F2', '\\u9942']"
104,HU4,"['\\u4E92', '\\u51B1', '\\u51B4', '\\u569B', '\\u5A5F', '\\u5AED', '\\u5AEE', '\\u5CB5', '\\u5E0D', '\\u5F16', '\\u6019', '\\u6236', '\\u6237', '\\u6238', '\\u623D', '\\u6248', '\\u62A4', '\\u6462', '\\u6608', '\\u6791', '\\u695B', '\\u69F4', '\\u6C8D', '\\u6CAA', '\\u6EEC', '\\u71A9', '\\u74E0', '\\u795C', '\\u7B0F', '\\u7C04', '\\u7D94', '\\u8530', '\\u8B3C', '\\u8B77', '\\u9120', '\\u9800', '\\u9CF8']"
105,QI2,"['\\u4E93', '\\u4E9D', '\\u5176', '\\u5258', '\\u573B', '\\u57FC', '\\u5898', '\\u5947', '\\u5C90', '\\u5C93', '\\u5D0E', '\\u5E3A', '\\u5FEF', '\\u612D', '\\u61E0', '\\u6391', '\\u6589', '\\u658A', '\\u65C2', '\\u65D7', '\\u68CA', '\\u68CB', '\\u6AB1', '\\u6AC0', '\\u6B67', '\\u6DC7', '\\u6FDD', '\\u7309', '\\u7382', '\\u7426', '\\u742A', '\\u7482', '\\u7541', '\\u7566', '\\u75B7', '\\u7881', '\\u7895', '\\u7941', '\\u7947', '\\u7948', '\\u797A', '\\u79A5', '\\u7AD2', '\\u7CB8', '\\u7DA6', '\\u7DA8', '\\u7E83', '\\u7FD7', '\\u8006', '\\u8110', '\\u81CD', '\\u8269', '\\u82AA', '\\u8360', '\\u8401', '\\u8415', '\\u8572', '\\u85C4', '\\u8604', '\\u8691', '\\u8694', '\\u869A', '\\u86F4', '\\u871D', '\\u871E', '\\u8810', '\\u8879', '\\u8DC2', '\\u8E11', '\\u8EDD', '\\u8FC9', '\\u913F', '\\u91EE', '\\u9321', '\\u9324', '\\u951C', '\\u980E', '\\u9880', '\\u9A0E', '\\u9A0F', '\\u9A90', '\\u9A91', '\\u9B10', '\\u9B3F', '\\u9BA8', '\\u9BD5', '\\u9C2D', '\\u9CAF', '\\u9CCD', '\\u9D78', '\\u9D80', '\\u9E92', '\\u9F4A', '\\u9F50']"
106,WU3,"['\\u4E94', '\\u4EF5', '\\u4F0D', '\\u4FAE', '\\u5035', '\\u511B', '\\u5348', '\\u554E', '\\u58B2', '\\u59A9', '\\u5A12', '\\u5A2C', '\\u5AF5', '\\u5D68', '\\u5E91', '\\u5EE1', '\\u5FE4', '\\u6003', '\\u61AE', '\\u6342', '\\u6440', '\\u65FF', '\\u6A46', '\\u6B66', '\\u6F55', '\\u7193', '\\u739D', '\\u73F7', '\\u7512', '\\u7894', '\\u821E', '\\u8E8C', '\\u9D61', '\\u9E49']"
107,SI4,"['\\u4E96', '\\u4F3A', '\\u4F3C', '\\u4F40', '\\u4FDF', '\\u5129', '\\u5155', '\\u55E3', '\\u56DB', '\\u59D2', '\\u5A30', '\\u5B60', '\\u5BFA', '\\u5DF3', '\\u676B', '\\u67F6', '\\u6C5C', '\\u6CD7', '\\u6CE4', '\\u6D0D', '\\u6D98', '\\u7003', '\\u726D', '\\u7940', '\\u79A9', '\\u7AE2', '\\u7B25', '\\u801C', '\\u8082', '\\u8086', '\\u857C', '\\u8C84', '\\u8D50', '\\u91F2', '\\u923B', '\\u98E4', '\\u98FC', '\\u9972', '\\u99DF', '\\u9A77']"
108,SUI4,"['\\u4E97', '\\u57E3', '\\u5B18', '\\u5C81', '\\u5D57', '\\u65DE', '\\u6A85', '\\u6A96', '\\u6B72', '\\u6B73', '\\u6FBB', '\\u716B', '\\u71E7', '\\u74B2', '\\u74CD', '\\u775F', '\\u7815', '\\u788E', '\\u795F', '\\u79AD', '\\u7A42', '\\u7A57', '\\u7A5F', '\\u7E40', '\\u7E50', '\\u7E78', '\\u895A', '\\u8AB6', '\\u8B62', '\\u8C07', '\\u8CE5', '\\u9042', '\\u9083', '\\u9406', '\\u9429', '\\u96A7']"
109,GEN4,"['\\u4E98', '\\u4E99', '\\u826E', '\\u831B']"
